,Sport,predicted_item_1,acc1,predicted_item_2,acc2,img
519,bungee jumping,cliff,0.7305554,rock_crab,0.041657023,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/004.jpg
520,bungee jumping,swing,0.567025,cliff,0.18967545,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/010.jpg
521,bungee jumping,canoe,0.2405959,paddle,0.2050108,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/038.jpg
522,bungee jumping,cliff,0.952568,alp,0.033600204,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/039.jpg
523,bungee jumping,swing,0.8682503,cliff,0.052121054,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/011.jpg
524,bungee jumping,canoe,0.46526897,cliff,0.3188179,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/005.jpg
525,bungee jumping,knot,0.3108606,parachute,0.17208382,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/013.jpg
526,bungee jumping,cliff,0.1768027,whippet,0.10315623,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/007.jpg
527,bungee jumping,cliff,0.8765644,mountain_bike,0.019730467,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/006.jpg
528,bungee jumping,balance_beam,0.13906978,snorkel,0.066664234,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/012.jpg
529,bungee jumping,cliff,0.5350775,parachute,0.2000171,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/101.jpg
530,bungee jumping,scuba_diver,0.19852304,cliff,0.10416631,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/115.jpg
531,bungee jumping,cliff,0.5426343,pole,0.07899037,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/049.jpg
532,bungee jumping,cliff,0.28075308,alp,0.14714569,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/075.jpg
533,bungee jumping,pole,0.12347182,harvester,0.10448631,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/061.jpg
534,bungee jumping,cliff,0.36769226,racket,0.13313527,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/060.jpg
535,bungee jumping,parachute,0.7297338,hook,0.053038884,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/074.jpg
536,bungee jumping,barn_spider,0.39904547,assault_rifle,0.07098205,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/048.jpg
537,bungee jumping,cliff,0.35033086,parachute,0.22018334,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/114.jpg
538,bungee jumping,pole,0.24609376,parachute,0.19846189,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/100.jpg
539,bungee jumping,cliff,0.8651138,alp,0.052892905,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/bungee jumping/116.jpg
540,canoe slamon,paddle,0.9486789,chain_saw,0.034972798,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/162.jpg
541,canoe slamon,ski,0.40101483,paddle,0.10799974,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/016.jpg
542,canoe slamon,canoe,0.8271091,grey_whale,0.06791578,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/002.jpg
543,canoe slamon,canoe,0.5725585,paddle,0.36543098,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/003.jpg
544,canoe slamon,paddle,0.72041714,canoe,0.11875275,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/017.jpg
545,canoe slamon,ski,0.8106331,gar,0.09462879,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/163.jpg
546,canoe slamon,ski,0.4431829,paddle,0.19715546,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/149.jpg
547,canoe slamon,trimaran,0.7316368,catamaran,0.048383452,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/161.jpg
548,canoe slamon,canoe,0.504163,paddle,0.4880964,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/029.jpg
549,canoe slamon,killer_whale,0.41572854,shovel,0.26667032,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/001.jpg
550,canoe slamon,shovel,0.35849813,paddle,0.29621023,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/015.jpg
551,canoe slamon,canoe,0.7115562,paddle,0.13159065,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/014.jpg
552,canoe slamon,canoe,0.93092513,paddle,0.06631595,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/028.jpg
553,canoe slamon,ski,0.2758187,submarine,0.19295599,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/160.jpg
554,canoe slamon,paddle,0.57634664,canoe,0.41288272,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/148.jpg
555,canoe slamon,paddle,0.95385844,canoe,0.0379887,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/164.jpg
556,canoe slamon,paddle,0.97454077,canoe,0.019010108,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/158.jpg
557,canoe slamon,paddle,0.92697823,canoe,0.05453362,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/004.jpg
558,canoe slamon,ski,0.82410294,alp,0.044439364,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/010.jpg
559,canoe slamon,paddle,0.619343,canoe,0.16551329,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/038.jpg
560,canoe slamon,canoe,0.7909786,paddle,0.17635591,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/039.jpg
561,canoe slamon,Rhodesian_ridgeback,0.6100099,redbone,0.2676984,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/011.jpg
562,canoe slamon,paddle,0.8432501,canoe,0.1546578,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/005.jpg
563,canoe slamon,ski,0.40683618,shovel,0.14584301,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/159.jpg
564,canoe slamon,paddle,0.43851236,amphibian,0.12478689,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/013.jpg
565,canoe slamon,paddle,0.865157,canoe,0.09551218,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/007.jpg
566,canoe slamon,paddle,0.9547238,sandbar,0.008446486,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/006.jpg
567,canoe slamon,paddle,0.7325135,scuba_diver,0.16111732,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/012.jpg
568,canoe slamon,paddle,0.5176869,canoe,0.47846076,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/129.jpg
569,canoe slamon,paddle,0.5786007,canoe,0.41963673,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/canoe slamon/101.jpg
570,cheerleading,military_uniform,0.123369224,stage,0.10124586,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/016.jpg
571,cheerleading,rifle,0.6630488,assault_rifle,0.22992764,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/002.jpg
572,cheerleading,parachute,0.7646619,bow,0.084362775,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/003.jpg
573,cheerleading,stage,0.6933536,theater_curtain,0.046603635,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/017.jpg
574,cheerleading,horizontal_bar,0.23110452,balance_beam,0.17074122,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/029.jpg
575,cheerleading,ballplayer,0.28512558,parachute,0.13801362,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/001.jpg
576,cheerleading,balance_beam,0.7729788,horizontal_bar,0.066871464,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/015.jpg
577,cheerleading,bearskin,0.49187958,military_uniform,0.4821372,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/014.jpg
578,cheerleading,bearskin,0.17821454,barbell,0.15528487,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/028.jpg
579,cheerleading,bearskin,0.9846325,military_uniform,0.005244016,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/004.jpg
580,cheerleading,volleyball,0.8960484,bearskin,0.034305472,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/010.jpg
581,cheerleading,wig,0.13549575,flagpole,0.11408243,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/038.jpg
582,cheerleading,horizontal_bar,0.359217,parallel_bars,0.3140224,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/039.jpg
583,cheerleading,torch,0.43308452,croquet_ball,0.18187317,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/011.jpg
584,cheerleading,electric_guitar,0.4528413,maillot,0.12293413,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/005.jpg
585,cheerleading,pole,0.8442781,flagpole,0.036032993,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/013.jpg
586,cheerleading,volleyball,0.69172823,basketball,0.26920784,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/007.jpg
587,cheerleading,pole,0.33078223,wig,0.29953048,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/006.jpg
588,cheerleading,flagpole,0.69369584,pole,0.11944094,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/012.jpg
589,cheerleading,shoe_shop,0.34152627,picket_fence,0.14302622,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/129.jpg
590,cheerleading,stage,0.9438462,basketball,0.017377464,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/101.jpg
591,cheerleading,dumbbell,0.20205285,soccer_ball,0.15810488,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/115.jpg
592,cheerleading,balance_beam,0.5853179,altar,0.1945277,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/049.jpg
593,cheerleading,mountain_bike,0.21156694,scoreboard,0.18486436,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/075.jpg
594,cheerleading,maillot,0.30625337,volleyball,0.22463572,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/061.jpg
595,cheerleading,balance_beam,0.12441471,maillot,0.10113215,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/060.jpg
596,cheerleading,brassiere,0.4216978,Arabian_camel,0.07311869,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/074.jpg
597,cheerleading,swimming_trunks,0.3529911,seashore,0.27053747,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/048.jpg
598,cheerleading,swimming_trunks,0.47268316,maillot,0.19980584,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/114.jpg
599,cheerleading,volleyball,0.6929186,balance_beam,0.19045398,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cheerleading/100.jpg
600,chuckwagon racing,prison,0.31468844,radio_telescope,0.122003354,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/016.jpg
601,chuckwagon racing,horse_cart,0.37440684,oxcart,0.16142523,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/002.jpg
602,chuckwagon racing,horse_cart,0.900022,muzzle,0.0121739805,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/003.jpg
603,chuckwagon racing,car_wheel,0.17772233,crash_helmet,0.13936089,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/017.jpg
604,chuckwagon racing,mountain_bike,0.5906771,moped,0.110713355,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/029.jpg
605,chuckwagon racing,toyshop,0.23846413,lifeboat,0.0599443,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/001.jpg
606,chuckwagon racing,horse_cart,0.7021044,Arabian_camel,0.14941624,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/015.jpg
607,chuckwagon racing,volleyball,0.44176525,maypole,0.22561419,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/014.jpg
608,chuckwagon racing,stage,0.6803513,military_uniform,0.07775538,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/028.jpg
609,chuckwagon racing,German_short-haired_pointer,0.44299418,kelpie,0.0905319,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/004.jpg
610,chuckwagon racing,horse_cart,0.80837053,thresher,0.067578316,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/010.jpg
611,chuckwagon racing,horse_cart,0.98104674,oxcart,0.016192274,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/038.jpg
612,chuckwagon racing,horse_cart,0.97093225,oxcart,0.021032805,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/039.jpg
613,chuckwagon racing,horse_cart,0.7634689,sorrel,0.060810998,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/011.jpg
614,chuckwagon racing,stage,0.41158453,bearskin,0.11218889,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/005.jpg
615,chuckwagon racing,horse_cart,0.4323014,Irish_wolfhound,0.108528145,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/013.jpg
616,chuckwagon racing,zebra,0.8738989,horse_cart,0.03518204,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/007.jpg
617,chuckwagon racing,poncho,0.24460839,Arabian_camel,0.13781837,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/006.jpg
618,chuckwagon racing,horse_cart,0.46607843,mountain_bike,0.124840975,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/012.jpg
619,chuckwagon racing,horse_cart,0.3205859,dogsled,0.25820306,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/101.jpg
620,chuckwagon racing,horse_cart,0.9948979,thresher,0.0017037797,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/115.jpg
621,chuckwagon racing,web_site,0.54969794,book_jacket,0.23186369,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/049.jpg
622,chuckwagon racing,dogsled,0.9034036,horse_cart,0.05060026,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/075.jpg
623,chuckwagon racing,Arabian_camel,0.32145548,fountain,0.1861597,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/061.jpg
624,chuckwagon racing,horse_cart,0.87343746,plow,0.046689246,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/060.jpg
625,chuckwagon racing,horse_cart,0.98655546,oxcart,0.0064631617,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/074.jpg
626,chuckwagon racing,mountain_bike,0.9377502,German_short-haired_pointer,0.011066418,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/048.jpg
627,chuckwagon racing,plow,0.88807094,horse_cart,0.065856725,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/114.jpg
628,chuckwagon racing,horse_cart,0.3592698,oxcart,0.26732373,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/100.jpg
629,chuckwagon racing,beer_bottle,0.15918805,horse_cart,0.15737006,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/chuckwagon racing/116.jpg
630,cricket,football_helmet,0.44800773,rugby_ball,0.13695647,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/016.jpg
631,cricket,parachute,0.31680375,croquet_ball,0.18179066,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/002.jpg
632,cricket,mountain_bike,0.67783034,parachute,0.2433863,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/003.jpg
633,cricket,ballplayer,0.726069,baseball,0.13581653,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/017.jpg
634,cricket,whistle,0.45289528,racket,0.11066461,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/029.jpg
635,cricket,crutch,0.20997123,swing,0.09129589,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/001.jpg
636,cricket,ballplayer,0.20696893,maze,0.14439392,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/015.jpg
637,cricket,scoreboard,0.13887963,ballplayer,0.07301571,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/014.jpg
638,cricket,alp,0.41535637,lakeside,0.07054713,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/028.jpg
639,cricket,whippet,0.38955113,wire-haired_fox_terrier,0.23491159,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/004.jpg
640,cricket,croquet_ball,0.7304507,soccer_ball,0.123166256,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/010.jpg
641,cricket,knee_pad,0.26140162,ballplayer,0.23800685,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/038.jpg
642,cricket,parachute,0.33659354,warplane,0.23142451,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/039.jpg
643,cricket,unicycle,0.67756635,parachute,0.053850938,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/011.jpg
644,cricket,croquet_ball,0.31138948,mortarboard,0.15788624,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/005.jpg
645,cricket,scoreboard,0.49602416,volleyball,0.20332131,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/013.jpg
646,cricket,swing,0.1599241,bow,0.1412327,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/007.jpg
647,cricket,ballplayer,0.5848665,baseball,0.41498172,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/006.jpg
648,cricket,croquet_ball,0.31275943,bow,0.2860827,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/012.jpg
649,cricket,ballplayer,0.4611661,ski,0.32142982,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/129.jpg
650,cricket,scoreboard,0.6303772,radio_telescope,0.06877816,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/101.jpg
651,cricket,football_helmet,0.35962868,picket_fence,0.15874395,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/115.jpg
652,cricket,croquet_ball,0.22004858,pole,0.16713007,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/049.jpg
653,cricket,chain,0.26922068,pole,0.15184692,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/075.jpg
654,cricket,ballplayer,0.23487954,croquet_ball,0.20609601,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/061.jpg
655,cricket,croquet_ball,0.76489776,maypole,0.13037513,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/060.jpg
656,cricket,ballplayer,0.9928524,croquet_ball,0.004979603,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/074.jpg
657,cricket,croquet_ball,0.43626744,baseball,0.23256658,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/048.jpg
658,cricket,football_helmet,0.25572878,ski,0.24815814,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/114.jpg
659,cricket,parallel_bars,0.32110134,scoreboard,0.23072611,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/cricket/100.jpg
660,croquet,croquet_ball,0.99886525,golf_ball,0.00081989815,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/016.jpg
661,croquet,croquet_ball,0.6360559,apiary,0.06935268,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/002.jpg
662,croquet,pajama,0.69508475,croquet_ball,0.21605909,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/003.jpg
663,croquet,croquet_ball,0.8599118,Italian_greyhound,0.02349484,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/017.jpg
664,croquet,croquet_ball,0.5136688,worm_fence,0.054812606,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/029.jpg
665,croquet,croquet_ball,0.9999491,golf_ball,2.7434553e-05,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/001.jpg
666,croquet,croquet_ball,0.9999943,golf_ball,2.8799652e-06,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/015.jpg
667,croquet,croquet_ball,0.98850495,golf_ball,0.0049713682,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/014.jpg
668,croquet,croquet_ball,0.99999964,golf_ball,4.0678097e-07,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/028.jpg
669,croquet,croquet_ball,0.47323856,Cardigan,0.19042535,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/004.jpg
670,croquet,croquet_ball,0.987728,volleyball,0.003179678,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/010.jpg
671,croquet,golf_ball,0.6568902,croquet_ball,0.2895911,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/038.jpg
672,croquet,croquet_ball,0.95459425,lawn_mower,0.039844353,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/039.jpg
673,croquet,croquet_ball,0.9999857,golf_ball,1.3395963e-05,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/011.jpg
674,croquet,croquet_ball,0.93359214,golf_ball,0.013993642,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/005.jpg
675,croquet,croquet_ball,0.9868016,pole,0.008830486,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/013.jpg
676,croquet,gar,0.16082576,croquet_ball,0.15824181,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/007.jpg
677,croquet,croquet_ball,0.9975171,lawn_mower,0.00079676,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/006.jpg
678,croquet,croquet_ball,0.9889543,ballplayer,0.0043253023,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/012.jpg
679,croquet,croquet_ball,0.9965503,golf_ball,0.0033683116,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/129.jpg
680,croquet,croquet_ball,0.948295,golf_ball,0.027027475,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/101.jpg
681,croquet,croquet_ball,0.99957293,golf_ball,0.0003542006,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/115.jpg
682,croquet,croquet_ball,0.9932681,soccer_ball,0.0009855209,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/049.jpg
683,croquet,croquet_ball,0.99883395,golf_ball,0.00049751974,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/075.jpg
684,croquet,croquet_ball,0.98497933,maypole,0.0026326764,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/061.jpg
685,croquet,croquet_ball,0.96894985,bow,0.017045688,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/060.jpg
686,croquet,croquet_ball,0.7838885,Cardigan,0.163424,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/074.jpg
687,croquet,croquet_ball,0.985328,golf_ball,0.014417758,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/048.jpg
688,croquet,racket,0.62560624,scoreboard,0.24974075,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/114.jpg
689,croquet,croquet_ball,0.9999267,soccer_ball,5.162598e-05,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/croquet/100.jpg
690,curling,oboe,0.4199624,bassoon,0.18417922,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/016.jpg
691,curling,racket,0.3743997,puck,0.31512436,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/002.jpg
692,curling,ski,0.7293101,puck,0.24375303,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/003.jpg
693,curling,horizontal_bar,0.21551982,basketball,0.177574,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/017.jpg
694,curling,ski,0.2203456,bathing_cap,0.12296169,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/029.jpg
695,curling,swing,0.8945491,racket,0.017820762,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/001.jpg
696,curling,shovel,0.3974673,broom,0.31022844,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/015.jpg
697,curling,television,0.48102823,monitor,0.2931423,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/014.jpg
698,curling,puck,0.62360674,broom,0.095733576,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/028.jpg
699,curling,barbell,0.14027338,go-kart,0.046526466,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/004.jpg
700,curling,puck,0.34077403,broom,0.16140297,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/010.jpg
701,curling,swing,0.6986761,ski,0.1364475,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/038.jpg
702,curling,puck,0.3184119,plunger,0.18729505,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/039.jpg
703,curling,ski,0.7491217,killer_whale,0.03827736,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/011.jpg
704,curling,ski,0.32976744,toilet_tissue,0.041806065,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/005.jpg
705,curling,dumbbell,0.33672217,backpack,0.11056621,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/013.jpg
706,curling,puck,0.6599159,ski,0.24638265,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/007.jpg
707,curling,ski,0.25227123,balance_beam,0.13625817,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/curling/006.jpg
